mode,epoch,n_valid,min,max,mean,median
0,0,1,0,31,6.617021276595745,0.0
0,0,2,0,64,8.066921606118546,0.0
0,0,3,0,92,11.334420923494557,0.0
0,0,4,0,116,13.472820902266964,0.0
0,0,5,0,142,16.9918768050347,1.0
0,0,6,0,164,19.093820096273273,2.0
0,0,7,0,184,21.09961939214128,2.0
0,0,8,0,203,24.080331062911615,3.0
0,0,9,0,218,26.46003827453877,3.0
0,0,10,0,237,29.15370389714831,5.0
0,0,11,0,253,32.48952335440149,6.0
0,0,12,0,264,35.743596081713456,9.0
0,0,13,0,270,39.532070861973345,12.0
0,0,14,0,270,45.29978655372856,18.0
1,0,1,0,0,0.0,0.0
1,0,2,0,5,0.03255813953488372,0.0
1,0,3,0,13,0.13208351086493395,0.0
1,0,4,0,20,0.3168438896594236,0.0
1,0,5,0,24,0.8464265529466166,0.0
1,0,6,0,42,1.2474208907846445,0.0
1,0,7,0,41,1.774877940523746,0.0
1,0,8,0,53,2.1141146728245763,0.0
1,0,9,0,82,2.550420316681797,1.0
1,0,10,0,87,3.5465766612418914,1.0
1,0,11,0,112,5.540494467968856,3.0
1,0,12,0,108,8.691313978244489,5.0
1,0,13,0,123,12.928002921749664,9.0
1,0,14,0,119,19.092707695001312,16.0
0,1,1,0,1,0.02127659574468085,0.0
0,1,2,0,7,0.012874442319949012,0.0
0,1,3,0,18,0.06515970173927418,0.0
0,1,4,0,29,0.18609256144402883,0.0
0,1,5,0,46,0.635995085995086,0.0
0,1,6,0,51,1.2032078732340117,0.0
0,1,7,0,84,1.8394858819419482,0.0
0,1,8,0,108,2.068967912753237,0.0
0,1,9,0,105,2.679107750425525,0.0
0,1,10,0,130,3.6486776497624964,1.0
0,1,11,0,131,5.539957695416708,3.0
0,1,12,0,147,8.933266091473028,5.0
0,1,13,0,140,13.518877199468934,9.0
0,1,14,0,148,20.45953941725512,16.0
1,1,1,0,0,0.0,0.0
1,1,2,0,1,0.004651162790697674,0.0
1,1,3,0,14,0.07221985513421389,0.0
1,1,4,0,22,0.16489443673909693,0.0
1,1,5,0,30,0.594153008272106,0.0
1,1,6,0,40,1.12823628608273,0.0
1,1,7,0,54,1.7870986832371654,0.0
1,1,8,0,78,2.0231140490079125,0.0
1,1,9,0,107,2.6483075326880225,0.0
1,1,10,0,117,3.5374462297812514,1.0
1,1,11,0,122,5.354935118153258,2.0
1,1,12,0,134,9.178016415246052,6.0
1,1,13,0,127,14.326683680513801,10.0
1,1,14,0,143,21.65657007791298,17.0
0,2,1,0,1,0.02127659574468085,0.0
0,2,2,0,10,0.007520713830465264,0.0
0,2,3,0,22,0.0495419070240923,0.0
0,2,4,0,26,0.16646059799663596,0.0
0,2,5,0,41,0.5862084572610888,0.0
0,2,6,0,61,1.2227869402854419,0.0
0,2,7,0,80,2.001377124543701,0.0
0,2,8,0,106,2.204631476280189,0.0
0,2,9,0,108,3.0180129969524048,1.0
