mode,epoch,n_valid,min,max,mean,median
1,22,11,0,95,12.29434829637642,10.0
1,22,12,0,86,15.19640424952329,13.0
1,22,13,0,94,18.230967741935483,16.0
1,22,14,0,79,23.193150684931506,20.0
0,23,1,0,3,0.3404255319148936,0.0
0,23,2,0,32,0.3084767367750159,0.0
0,23,3,0,34,1.0720941766072407,0.0
0,23,4,0,40,1.8435217031104862,1.0
0,23,5,0,56,2.8748265011422904,2.0
0,23,6,0,60,4.310509111356909,3.0
0,23,7,0,70,5.362323619204812,4.0
0,23,8,0,91,5.739114512526425,4.0
0,23,9,0,105,6.8308637809735755,5.0
0,23,10,0,105,8.569285836428381,6.0
0,23,11,0,128,11.244776376885495,9.0
0,23,12,0,141,14.861402291691576,12.0
0,23,13,0,140,19.06039716484883,16.0
0,23,14,0,142,24.782782563211313,22.0
1,23,1,nan,nan,nan,nan
1,23,2,0,1,0.1,0.0
1,23,3,0,10,1.110236220472441,0.0
1,23,4,0,13,1.934375,1.0
1,23,5,0,19,3.5296610169491527,2.0
1,23,6,0,38,5.024159663865547,4.0
1,23,7,0,38,7.016857720836143,6.0
1,23,8,0,48,6.968461911693352,5.0
1,23,9,0,63,9.108143839238497,7.0
1,23,10,0,67,11.99211009174312,10.0
1,23,11,0,75,16.260681449432127,14.0
1,23,12,0,89,22.13307000817216,20.0
1,23,13,0,98,27.715096774193547,26.0
1,23,14,0,94,34.778082191780825,34.0
0,24,1,0,2,0.2765957446808511,0.0
0,24,2,0,30,0.29381771829190567,0.0
0,24,3,0,34,1.0429902638928767,0.0
0,24,4,0,42,1.7977085582306127,1.0
0,24,5,0,57,2.808754687702056,2.0
0,24,6,0,65,4.249767761842087,3.0
0,24,7,0,74,5.296857042321265,4.0
0,24,8,0,94,5.666821708636114,4.0
0,24,9,0,100,6.7410508822102235,5.0
0,24,10,0,105,8.48107322723718,6.0
0,24,11,0,124,11.16495695003175,8.0
0,24,12,0,147,14.816718198678148,12.0
0,24,13,0,142,19.012489391291194,16.0
0,24,14,0,150,24.678694462489418,22.0
1,24,1,nan,nan,nan,nan
1,24,2,0,3,0.5,0.0
1,24,3,0,17,2.9606299212598426,2.0
1,24,4,0,19,5.5375,5.0
1,24,5,0,31,7.7690677966101696,7.0
1,24,6,0,36,10.628151260504202,10.0
1,24,7,0,53,13.806473364801079,13.0
1,24,8,0,55,13.67103347889374,12.0
1,24,9,0,70,16.098625066102592,15.0
1,24,10,0,77,19.997981651376147,18.0
1,24,11,0,86,24.547593293672254,23.0
1,24,12,0,113,29.99128302914737,29.0
1,24,13,0,136,35.01135483870968,34.0
1,24,14,0,124,39.87945205479452,40.0
