epoch,train_loss,train_acc,train_average_valid_weight_sum,train_average_weight_per_valid_class,train_average_weight_per_invalid_class,val_loss,val_acc,val_average_valid_weight_sum,val_average_weight_per_valid_class,val_average_weight_per_invalid_class,time_elapsed
0,3.4065256129078585,0.058940882352941176,0.34533074981145295,0.03341275528837302,0.02774977010491315,3.204652193909194,0.08889934148635936,0.4431909421705908,0.04306814707430152,0.023601718721797414,00:52:17
1,3.0553454249714123,0.10148205882352941,0.5017725055956841,0.04913555147890133,0.02105873276286616,2.9548629000853057,0.114387347130762,0.5187093646932299,0.050636973445805755,0.020364239720780112,00:52:20
2,2.7929021226917716,0.1468414705882353,0.5863756381379015,0.057669986989985496,0.017435781435121946,2.5759665726045338,0.1911159454374412,0.6130932356990516,0.060781167881424875,0.016389079807240338,00:52:15
3,2.6230268173279483,0.1862405294117647,0.653134308417741,0.06460829345166683,0.014601068412131466,2.5764382598765705,0.18967544684854187,0.6315847850025317,0.06213207054368079,0.015543105082476015,00:52:14
4,2.488805269486932,0.2203179705882353,0.7110744267883581,0.07068465848587191,0.012146439444244785,2.656749505539156,0.15298682972718722,0.6014376566416794,0.059191489218964624,0.01683706568373562,00:52:21
5,2.368792002421435,0.2525190882352941,0.7593403480271171,0.07584707951553078,0.01011239540062779,2.2211807798015992,0.2926269990592662,0.8414270783637002,0.08437719002632409,0.00666443875229454,00:52:20
6,2.280306088816699,0.2782040294117647,0.788132102544476,0.07898710964536843,0.008905819691695986,2.1140025952797616,0.3253174976481656,0.8620957165311668,0.08703763627377974,0.005844537856062543,00:52:17
7,2.1924799831005544,0.3032851764705882,0.8157794044248357,0.08198605909758806,0.007745133953081362,2.139043799011862,0.30376881467544686,0.8464488909139122,0.08445435055896906,0.006395464777939463,00:52:16
8,2.1095998460951413,0.32714108823529414,0.8372218376187717,0.08431627481810836,0.006845586684897816,1.98025277013052,0.35880174035747886,0.8814341150581668,0.0891874636526054,0.005053715238274055,00:52:14
9,2.0372976400990765,0.3470925588235294,0.8539360432889602,0.08614906713092678,0.006146801478056155,1.9011661294262474,0.3788511288805268,0.8904884864671658,0.08975674127870759,0.004611531416653381,00:51:58
10,1.9786138800595228,0.3642567352941177,0.8663073159407166,0.08752248157073995,0.0056317133997383475,1.935312365319296,0.37644049858889933,0.8880063442834009,0.0893732651941976,0.0047093223787402615,00:52:22
11,1.9291045703002705,0.37850076470588234,0.8763179019444409,0.08862790308347519,0.0052132852207098625,1.9572044189314963,0.367826904985889,0.8486310068661608,0.08575864333172284,0.006425792506001434,00:52:12
12,1.8659334077119827,0.39530214705882355,0.8895127794433201,0.09003356806531022,0.004657111619382199,1.691669318211718,0.43259054562558796,0.9526861898762262,0.0963653318464812,0.001987042761169486,00:52:16
13,1.8316994748505424,0.40550414705882354,0.894215482302834,0.09057911890082149,0.00446465740849164,2.068383724871157,0.3920801975540922,0.8924377613884037,0.09035828527368023,0.004572584571295811,00:52:01
14,1.7819750807357675,0.41930279411764704,0.9045630498185999,0.09167336759289574,0.00402760539501546,1.656707761428991,0.4448494825964252,0.9126318814837473,0.09231647047952785,0.0037025847016226568,00:52:12
15,1.7762867412905412,0.42006420588235294,0.9051571430175445,0.09173665419998239,0.004002376799321364,1.884966209825209,0.39075729068673565,0.8656566683570955,0.08720705765435299,0.005676958712145532,00:52:19
16,1.736008490715644,0.43012220588235295,0.9130421385620622,0.09256969443454813,0.0036695118620786817,1.8020620175610145,0.40310442144873,0.9045427622709875,0.09163344204285631,0.004063569529942278,00:52:13
17,1.6932450095887464,0.4421372941176471,0.9205541981083084,0.09337054927288785,0.0033529663528234677,1.500546496540224,0.48386053621825026,0.9578722144563806,0.09696736176930165,0.0017753036212840188,00:52:17
18,1.6898395345927406,0.4432925,0.9207038488436307,0.09339027192770033,0.003347346715056365,1.9250350022024405,0.34824788334901224,0.7637137094983938,0.07673782618367661,0.01001649407401807,00:52:03
19,1.654097178212895,0.45165538235294117,0.9287443170893332,0.09422704044671619,0.003006182683018105,1.668780838220835,0.4264169802445908,0.9186151652322664,0.09185269991547458,0.003331656325393841,00:52:26
20,1.631868592209928,0.45815941176470587,0.9315005124509195,0.09453533398888392,0.0028922482878497103,1.5752087913362463,0.4758936970837253,0.9047786425220888,0.09193242431696248,0.004096501902217152,00:52:19
21,1.643057143001893,0.4556939705882353,0.927338375084877,0.09413014739176456,0.003072054120026152,1.794896284701795,0.42497648165569146,0.8692556385262777,0.08799784876553382,0.005571893783004101,00:52:27
22,1.6083575348302617,0.46403470588235296,0.934925954997848,0.09491071524757498,0.002748922160770285,1.716605952855897,0.4380585606773283,0.9516728025276708,0.09602696991763021,0.0020022689840587266,00:52:19
23,1.560771870315159,0.47609820588235297,0.9434929438089763,0.09579632185160764,0.0023848614614096005,1.654630149745313,0.46240004703668863,0.9288693712997975,0.09423698001976633,0.0030418148775508773,00:52:18
24,1.5519228805143692,0.4784392941176471,0.945536389305283,0.09600053722171223,0.0022967399730160457,1.7368337970125372,0.43861712135465664,0.8509511514194485,0.08618856283116767,0.006354895225872381,00:52:26
