mode,epoch,n_valid,min,max,mean,median
0,5,6,0,90,14.203310229937065,12.0
0,5,7,0,107,17.267668012078357,15.0
0,5,8,0,121,18.766339548441657,17.0
0,5,9,0,131,21.270278532291638,19.0
0,5,10,0,135,24.576529938940848,22.0
0,5,11,0,158,28.249625463698404,26.0
0,5,12,0,169,32.18824588029021,30.0
0,5,13,0,165,35.87107257799396,34.0
0,5,14,0,163,40.08242243127021,38.0
1,5,1,nan,nan,nan,nan
1,5,2,0,28,2.6614349775784754,1.0
1,5,3,0,40,4.239810426540284,3.0
1,5,4,0,61,6.861190019193858,5.0
1,5,5,0,67,10.105860013713803,8.0
1,5,6,0,68,13.34890463105352,12.0
1,5,7,0,77,15.83846518237802,14.0
1,5,8,0,88,16.96092437891247,15.0
1,5,9,0,91,18.665748879030435,17.0
1,5,10,0,115,21.38490077033802,20.0
1,5,11,0,112,24.623009720884944,23.0
1,5,12,0,118,28.250508363564357,26.0
1,5,13,0,129,32.064533504271225,30.0
1,5,14,0,124,37.0358134614537,35.0
0,6,1,0,7,0.8125,0.0
0,6,2,0,39,1.987052551408987,1.0
0,6,3,0,41,3.1120235472381634,2.0
0,6,4,0,66,5.193999098173802,4.0
0,6,5,0,95,8.312460660960749,6.0
0,6,6,0,83,12.09023075973839,10.0
0,6,7,0,111,14.855858231036523,13.0
0,6,8,0,115,16.191943795935615,14.0
0,6,9,0,118,18.544386935449914,16.0
0,6,10,0,142,21.7158612530627,20.0
0,6,11,0,148,25.306749113648262,23.0
0,6,12,0,155,29.286027662235202,27.0
0,6,13,0,159,33.17472322352324,31.0
0,6,14,0,154,37.64479519610526,36.0
1,6,1,nan,nan,nan,nan
1,6,2,0,9,1.6748878923766817,1.0
1,6,3,0,25,3.1182464454976304,3.0
1,6,4,0,37,5.5007293666026875,5.0
1,6,5,0,60,8.827364312463738,7.0
1,6,6,0,61,12.868555726422468,11.0
1,6,7,0,83,16.386443036475605,15.0
1,6,8,0,84,17.82117695814339,16.0
1,6,9,0,91,20.48221315667408,19.0
1,6,10,0,104,24.236991337003047,23.0
1,6,11,0,122,28.44889055708776,27.0
1,6,12,0,123,33.298790843616956,32.0
1,6,13,0,133,38.123133149040925,37.0
1,6,14,0,128,43.513399744346984,42.0
0,7,1,0,5,0.7916666666666666,0.0
0,7,2,0,33,1.6096725057121097,0.0
0,7,3,0,42,2.556869540985605,2.0
0,7,4,0,55,4.303188957639219,3.0
0,7,5,0,74,6.967840943747607,5.0
0,7,6,0,83,10.220312821356588,8.0
0,7,7,0,97,12.701366655033407,11.0
0,7,8,0,106,13.89916984227785,12.0
0,7,9,0,111,16.09167317467281,14.0
0,7,10,0,129,19.110009294953294,17.0
0,7,11,0,136,22.581046549551388,20.0
0,7,12,0,154,26.437874466111683,24.0
0,7,13,0,150,30.238892741675027,28.0
0,7,14,0,166,34.59825606274246,32.0
1,7,1,nan,nan,nan,nan
1,7,2,0,11,2.266816143497758,1.0
1,7,3,0,25,3.4239336492890997,3.0
1,7,4,0,33,5.189174664107486,5.0
1,7,5,0,46,8.010812806582626,7.0
1,7,6,0,57,11.102402500819322,10.0
1,7,7,0,71,13.780169351018476,13.0
1,7,8,0,74,15.128732523393024,14.0
1,7,9,0,86,17.424642300693396,16.0
1,7,10,0,89,20.438061271907785,19.0
1,7,11,0,101,23.30122775810391,22.0
1,7,12,0,106,26.324441307808108,25.0
1,7,13,0,118,29.044639717240244,28.0
1,7,14,0,102,31.327478291532596,30.0
0,8,1,0,18,0.9791666666666666,0.0
0,8,2,0,33,1.352119827367352,0.0
0,8,3,0,48,2.2522968136337114,1.0
0,8,4,0,60,3.8305474836544002,3.0
0,8,5,0,64,6.157282615983925,5.0
0,8,6,0,84,9.063491834971824,7.0
0,8,7,0,93,11.315885973830225,10.0
0,8,8,0,93,12.410696080789204,11.0
0,8,9,0,104,14.472584700014623,12.0
0,8,10,0,119,17.321378464104637,15.0
0,8,11,0,136,20.646912245631473,19.0
0,8,12,0,137,24.346904390290184,22.0
0,8,13,0,148,28.03067647011676,26.0
0,8,14,0,175,32.30621040890629,30.0
1,8,1,nan,nan,nan,nan
1,8,2,0,36,2.5336322869955157,0.0
1,8,3,0,37,2.575355450236967,1.0
1,8,4,0,48,3.8574280230326297,2.0
1,8,5,0,56,5.795875309879213,3.0
1,8,6,0,65,7.754027277081705,5.0
1,8,7,0,63,9.527060634770251,7.0
1,8,8,0,68,10.25809758544725,8.0
1,8,9,0,85,11.58869634510401,9.0
1,8,10,0,77,13.417429511615518,11.0
1,8,11,0,94,15.98063982679744,13.0
1,8,12,0,97,19.42175770669009,17.0
1,8,13,0,107,23.393775902209285,21.0
1,8,14,0,110,28.70822497465509,27.0
0,9,1,0,6,0.4791666666666667,0.0
0,9,2,0,35,1.16984006092917,0.0
0,9,3,0,39,1.9779070476256826,1.0
0,9,4,0,51,3.4196028207119418,2.0
0,9,5,0,70,5.52270362751905,4.0
0,9,6,0,86,8.186603800748632,7.0
0,9,7,0,83,10.321747492526896,9.0
0,9,8,0,91,11.331498399510357,10.0
0,9,9,0,100,13.304272363427806,11.0
0,9,10,0,127,16.076384381188216,14.0
0,9,11,0,143,19.346919622651555,17.0
0,9,12,0,147,23.073573048220055,21.0
0,9,13,0,141,26.879728338720955,25.0
0,9,14,0,152,31.36594902876865,29.0
1,9,1,nan,nan,nan,nan
1,9,2,0,4,0.226457399103139,0.0
1,9,3,0,14,0.3805687203791469,0.0
1,9,4,0,15,0.8895969289827256,0.0
1,9,5,0,30,1.910121841869297,1.0
1,9,6,0,50,3.3482995941210576,2.0
1,9,7,0,49,4.617894362861203,3.0
1,9,8,0,80,5.2715881082731695,4.0
1,9,9,0,80,6.678873440454811,5.0
1,9,10,0,91,9.214746362712466,8.0
1,9,11,0,97,12.791664626749569,11.0
1,9,12,0,100,16.820109110941303,15.0
1,9,13,0,110,21.189113393250626,19.0
1,9,14,0,114,26.91596509013973,25.0
0,10,1,0,6,0.625,0.0
0,10,2,0,32,1.0006346788525007,0.0
0,10,3,0,53,1.83983698065887,1.0
0,10,4,0,59,3.216707582855282,2.0
0,10,5,0,66,5.1778589612979555,4.0
0,10,6,0,68,7.68677347702686,6.0
0,10,7,0,81,9.732559595162588,8.0
0,10,8,0,86,10.660449718965882,9.0
0,10,9,0,108,12.530336642822991,11.0
0,10,10,0,115,15.189352039113908,13.0
0,10,11,0,121,18.358540093272158,16.0
0,10,12,0,142,22.01377546981685,20.0
0,10,13,0,155,25.748778751471292,24.0
0,10,14,0,142,30.143287665467096,28.0
1,10,1,nan,nan,nan,nan
1,10,2,0,5,0.4260089686098655,0.0
1,10,3,0,10,1.537440758293839,1.0
1,10,4,0,14,2.8896737044145873,3.0
1,10,5,0,22,4.267735640065404,4.0
1,10,6,0,31,6.000529407315905,6.0
1,10,7,0,38,7.4788015158692565,7.0
1,10,8,0,49,7.9483826640783475,7.0
1,10,9,0,55,8.89093590551743,8.0
1,10,10,0,70,10.279331592926038,10.0
1,10,11,0,76,12.106597907861024,11.0
1,10,12,0,90,14.530937191396026,13.0
1,10,13,0,99,17.227387454761555,16.0
1,10,14,0,116,20.749746550888172,19.0
0,11,1,0,6,0.7083333333333334,0.0
0,11,2,0,34,0.8947702462553948,0.0
0,11,3,0,36,1.7415377112850836,1.0
0,11,4,0,51,3.0236259675843584,2.0
0,11,5,0,53,4.85195327116954,4.0
0,11,6,0,71,7.1936900991320805,6.0
0,11,7,0,90,9.11388517973385,8.0
0,11,8,0,87,9.893418104179666,8.0
0,11,9,0,103,11.60593504232019,10.0
0,11,10,0,110,14.075309506924008,12.0
0,11,11,0,130,17.064750823120136,15.0
0,11,12,0,129,20.61257609312768,18.0
0,11,13,0,152,24.337131079668055,22.0
0,11,14,0,138,28.802864939565488,27.0
1,11,1,nan,nan,nan,nan
1,11,2,0,6,0.3542600896860987,0.0
1,11,3,0,30,0.8829383886255924,0.0
1,11,4,0,35,1.9510940499040308,1.0
1,11,5,0,38,3.684582520175115,2.0
1,11,6,0,51,5.944210552852497,4.0
1,11,7,0,57,7.966677522501184,6.0
1,11,8,0,71,8.545760900386068,7.0
1,11,9,0,87,10.094482569963963,8.0
1,11,10,0,96,12.723097673118263,11.0
1,11,11,0,108,15.88898499164994,14.0
1,11,12,0,116,19.8078296874167,18.0
1,11,13,0,126,23.969248986169166,22.0
1,11,14,0,141,28.8614184334641,26.0
0,12,1,0,4,0.75,0.0
0,12,2,0,37,0.7683422188372684,0.0
0,12,3,0,37,1.6018653174610087,1.0
0,12,4,0,51,2.848684210526316,2.0
0,12,5,0,59,4.557309004232935,3.0
0,12,6,0,66,6.76486672699601,5.0
0,12,7,0,78,8.569424634184584,7.0
0,12,8,0,82,9.255013802240088,8.0
0,12,9,0,96,10.850805125923436,9.0
0,12,10,0,106,13.15472020187823,11.0
0,12,11,0,130,16.00999364356014,14.0
0,12,12,0,129,19.435121570235783,17.0
0,12,13,0,141,23.081304445058205,21.0
0,12,14,0,135,27.537724744126663,25.0
1,12,1,nan,nan,nan,nan
1,12,2,0,32,2.7556053811659194,1.0
1,12,3,0,36,4.131516587677726,3.0
1,12,4,0,50,5.705028790786948,4.0
1,12,5,0,53,7.578564270267419,6.0
1,12,6,0,57,9.185242140822346,8.0
1,12,7,0,55,11.056371387967788,10.0
1,12,8,0,68,11.608360416166816,10.0
1,12,9,0,70,12.723741956969041,11.0
1,12,10,0,76,14.305724831783715,13.0
1,12,11,0,82,16.26699522931388,15.0
1,12,12,0,102,18.705895494159847,17.0
1,12,13,0,96,21.38909291631611,20.0
1,12,14,0,111,24.657248644598226,23.0
0,13,1,0,4,0.5416666666666666,0.0
0,13,2,0,32,0.6653973089616654,0.0
0,13,3,0,59,1.4432697917845916,1.0
0,13,4,0,51,2.619920964954032,2.0
0,13,5,0,56,4.19642374336779,3.0
0,13,6,0,74,6.278257784541977,5.0
0,13,7,0,72,7.990082014475821,6.0
0,13,8,0,96,8.635693517154738,7.0
0,13,9,0,121,10.15394157003185,8.0
0,13,10,0,124,12.398207386537374,10.0
0,13,11,0,147,15.209616777673254,13.0
0,13,12,0,134,18.654741392922464,16.0
0,13,13,0,139,22.327832273021478,20.0
0,13,14,0,143,26.94817433760549,25.0
1,13,1,nan,nan,nan,nan
1,13,2,0,5,0.45067264573991034,0.0
1,13,3,0,11,1.4322274881516588,1.0
1,13,4,0,26,2.5365834932821496,2.0
1,13,5,0,27,3.929795875309879,3.0
1,13,6,0,39,5.608591524440971,5.0
1,13,7,0,36,7.082795476077688,6.0
1,13,8,0,45,7.521789866294414,7.0
1,13,9,0,56,8.745108766755076,8.0
1,13,10,0,83,10.873338144010518,10.0
1,13,11,0,86,13.527332169220642,12.0
1,13,12,0,93,16.854830151988647,16.0
1,13,13,0,105,20.437863632519154,19.0
1,13,14,0,107,24.63650989553489,23.0
0,14,1,0,9,0.6875,0.0
0,14,2,0,28,0.5505204366590505,0.0
0,14,3,0,36,1.3602884188343072,1.0
0,14,4,0,58,2.4954407675542973,2.0
0,14,5,0,55,3.9695540169620203,3.0
0,14,6,0,67,5.9328225905968495,4.0
0,14,7,0,74,7.543466028354804,6.0
0,14,8,0,86,8.120693151578164,6.0
0,14,9,0,101,9.550890274497846,8.0
0,14,10,0,107,11.678064697023505,10.0
0,14,11,0,121,14.42100833880601,12.0
0,14,12,0,129,17.828264678111655,15.0
0,14,13,0,147,21.513272840941134,19.0
0,14,14,0,141,26.159353494538795,24.0
1,14,1,nan,nan,nan,nan
1,14,2,0,3,0.2825112107623318,0.0
1,14,3,0,11,0.9537914691943128,0.0
1,14,4,0,17,1.5226103646833014,0.0
1,14,5,0,34,3.1782266997204496,2.0
1,14,6,0,45,5.024277106915068,4.0
1,14,7,0,55,6.533426101373757,5.0
1,14,8,0,83,7.780290967784151,6.0
1,14,9,0,85,9.918332758477147,8.0
1,14,10,0,90,13.643808394002017,12.0
1,14,11,0,104,19.02413357921134,18.0
1,14,12,0,111,24.96933571288946,24.0
1,14,13,0,114,31.15815315856715,30.0
1,14,14,0,121,39.16145810375986,39.0
0,15,1,0,5,0.6666666666666666,0.0
0,15,2,0,31,0.5501396293475501,0.0
0,15,3,0,37,1.288114043872406,0.0
0,15,4,0,54,2.3850735238858687,1.0
0,15,5,0,74,3.783413038823171,3.0
0,15,6,0,63,5.683691538809592,4.0
0,15,7,0,75,7.219721914530952,6.0
0,15,8,0,86,7.766159289300746,6.0
0,15,9,0,113,9.159374069821832,7.0
0,15,10,0,109,11.26397935583363,9.0
0,15,11,0,121,14.038299630150602,12.0
0,15,12,0,127,17.52869512763306,15.0
0,15,13,0,138,21.341599552416916,19.0
0,15,14,0,155,26.153779349145218,24.0
1,15,1,nan,nan,nan,nan
1,15,2,0,25,0.7130044843049327,0.0
1,15,3,0,32,0.9708530805687203,0.0
1,15,4,0,34,1.993320537428023,1.0
1,15,5,0,37,3.330766390632417,2.0
1,15,6,0,47,5.149393702573928,4.0
1,15,7,0,51,6.887834557081952,6.0
1,15,8,0,66,7.388913124086636,6.0
1,15,9,0,86,9.108665659677209,8.0
1,15,10,0,73,11.828421279312703,10.0
1,15,11,0,88,15.013778960023064,14.0
1,15,12,0,97,18.93078385726725,18.0
1,15,13,0,111,22.859968928477628,21.0
1,15,14,0,105,26.905761008507074,26.0
0,16,1,0,4,0.3333333333333333,0.0
0,16,2,0,31,0.48565625793348566,0.0
0,16,3,0,40,1.227573955221931,0.0
0,16,4,0,47,2.2811912873568976,1.0
0,16,5,0,68,3.5964587835017205,2.0
0,16,6,0,76,5.380719633087903,4.0
0,16,7,0,88,6.83785007258142,5.0
0,16,8,0,97,7.358195146154755,6.0
0,16,9,0,106,8.684451673257643,7.0
0,16,10,0,108,10.663154862362092,9.0
0,16,11,0,125,13.272290525909426,11.0
0,16,12,0,131,16.556585101390958,14.0
0,16,13,0,147,20.127693888067963,18.0
0,16,14,0,135,24.586337521308163,22.0
1,16,1,nan,nan,nan,nan
1,16,2,0,3,0.3094170403587444,0.0
1,16,3,0,11,0.8687203791469195,0.0
1,16,4,0,20,2.1191554702495203,2.0
1,16,5,0,31,3.4701724774513423,3.0
1,16,6,0,44,5.859001184863993,5.0
1,16,7,0,52,8.16887730933207,7.0
1,16,8,0,54,8.769864985713351,8.0
1,16,9,0,76,11.017186217723808,10.0
1,16,10,0,79,14.39357132332662,13.0
1,16,11,0,88,18.378540616109362,17.0
1,16,12,0,103,23.301222865063426,22.0
1,16,13,0,124,28.401147598634278,27.0
1,16,14,0,106,34.27824304667872,34.0
0,17,1,0,4,0.7083333333333334,0.0
0,17,2,0,32,0.5048235592790048,0.0
0,17,3,0,37,1.2950023076990065,0.0
0,17,4,0,56,2.419530799869736,2.0
0,17,5,0,53,3.7769435918732843,3.0
0,17,6,0,60,5.67178746246555,4.0
0,17,7,0,70,7.208910570586063,6.0
0,17,8,0,78,7.734799716919573,6.0
0,17,9,0,113,9.171154598074875,7.0
0,17,10,0,132,11.339667599023082,9.0
0,17,11,0,120,14.186815129658061,12.0
0,17,12,0,136,17.718486346885747,15.0
0,17,13,0,137,21.458252864996883,19.0
0,17,14,0,145,26.07259436973434,24.0
1,17,1,nan,nan,nan,nan
1,17,2,0,7,0.42376681614349776,0.0
1,17,3,0,18,1.1943127962085307,0.0
1,17,4,0,25,2.2880614203454894,2.0
1,17,5,0,40,4.160978954586212,3.0
1,17,6,0,50,6.628910681422846,5.0
1,17,7,0,69,8.44405791094268,7.0
1,17,8,0,72,9.743985429799114,8.0
1,17,9,0,76,12.101826853316524,10.0
1,17,10,0,96,15.759952245843236,14.0
1,17,11,0,113,20.79562206591924,19.0
1,17,12,0,123,26.261335682425727,24.0
1,17,13,0,119,31.758826226501604,30.0
1,17,14,0,122,38.717040595936,38.0
0,18,1,0,5,0.4791666666666667,0.0
0,18,2,0,30,0.40073622746890075,0.0
0,18,3,0,35,1.154546167042575,0.0
0,18,4,0,54,2.1490236478869713,1.0
0,18,5,0,61,3.3750029740854415,2.0
0,18,6,0,58,5.068368228373987,4.0
0,18,7,0,68,6.415476154348057,5.0
0,18,8,0,91,6.881667691354045,5.0
0,18,9,0,101,8.15076172193027,6.0
0,18,10,0,111,10.054268007228535,8.0
0,18,11,0,120,12.661613315465784,10.0
0,18,12,0,132,15.956811059218007,13.0
0,18,13,0,141,19.543099712587118,17.0
0,18,14,0,139,24.06707915061978,22.0
1,18,1,nan,nan,nan,nan
1,18,2,0,2,0.03587443946188341,0.0
1,18,3,0,6,0.34312796208530805,0.0
1,18,4,0,24,0.7474856046065259,0.0
1,18,5,0,29,1.4928002531779103,1.0
1,18,6,0,44,2.7781279148914715,2.0
1,18,7,0,44,3.6387967787778304,3.0
1,18,8,0,55,3.8566645582044625,3.0
1,18,9,0,61,4.8554097931707085,3.0
1,18,10,0,71,6.536595778441869,5.0
1,18,11,0,93,9.354643667281362,7.0
1,18,12,0,87,13.453546613321283,11.0
1,18,13,0,104,18.257510806034464,16.0
1,18,14,0,106,24.853638647683695,23.0
0,19,1,0,6,0.4166666666666667,0.0
0,19,2,0,32,0.3927392739273927,0.0
0,19,3,0,33,1.139115062743288,0.0
0,19,4,0,50,2.119867732157619,1.0
0,19,5,0,57,3.3204571655992403,2.0
0,19,6,0,67,4.974185553864506,4.0
0,19,7,0,79,6.297011643374859,5.0
0,19,8,0,82,6.7932846112495495,5.0
0,19,9,0,91,8.054448675944853,6.0
0,19,10,0,114,9.989668081831352,8.0
0,19,11,0,137,12.654157671879021,10.0
0,19,12,0,135,16.050229081058927,14.0
0,19,13,0,151,19.78110212341804,17.0
0,19,14,0,138,24.503341260320866,22.0
1,19,1,nan,nan,nan,nan
1,19,2,0,8,0.1905829596412556,0.0
1,19,3,0,11,1.2208530805687203,1.0
1,19,4,0,12,1.8919001919385796,2.0
1,19,5,0,34,2.994408987815813,2.0
1,19,6,0,36,4.111604104167192,3.0
1,19,7,0,40,5.00188003315964,4.0
1,19,8,0,57,5.275906820511702,4.0
1,19,9,0,56,5.885577849403537,5.0
1,19,10,0,73,6.976867191307535,6.0
1,19,11,0,100,8.58688142913872,7.0
1,19,12,0,90,11.082988289232848,9.0
1,19,13,0,87,14.078217438335493,12.0
1,19,14,0,89,17.89350729492661,16.0
