mode,epoch,n_valid,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,h_24,h_25,h_26,h_27,h_28,h_29,h_30,h_31,h_32,h_33
0.0,0.0,1.0,0.6595744680851063,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.858508604206501,0.8192479286169535,0.0248565965583174,0.01810070108349267,0.015296367112810707,0.014404079031230083,0.012746972594008922,0.012746972594008922,0.011854684512428298,0.011982154238368388,0.009687699171446781,0.011472275334608031,0.012109623964308477,0.012619502868068833,0.011217335882727853,0.010452517527087316,0.0066284257488846395,0.007265774378585086,0.00854047163798598,0.0076481835564053535,0.0066284257488846395,0.007138304652644997,0.00650095602294455,0.0082855321861058,0.007393244104525175,0.007265774378585086,0.007393244104525175,0.00815806246016571,0.00803059273422562,0.00854047163798598,0.00854047163798598,0.007010834926704908,0.00650095602294455,0.005226258763543658
0.0,0.0,3.0,0.8682362767873457,0.8346253904448678,0.7243350473754274,0.08163016714085598,0.04401694900507252,0.034054623128257334,0.027946716782821297,0.02464914341398902,0.022291247944454595,0.021708299618038336,0.021020942636144537,0.020203074834903814,0.019028477460781498,0.018576039953712164,0.017575457005385747,0.01573960481323902,0.014817328356520755,0.014834729799100346,0.014582408881696292,0.013616628818529056,0.013111986983720951,0.010684485743868167,0.010345157613566164,0.01083239800579468,0.010493069875492679,0.010519172039362062,0.010232048236798831,0.012398527837957767,0.012259316297321047,0.011128222529647708,0.010606179252260012,0.010153741745190676,0.007282503719558351,0.006464635918317628
0.0,0.0,4.0,0.8769613134837948,0.8535385233349233,0.8163614339868953,0.694192001606708,0.12409622674666734,0.065649084929581,0.048383250069038236,0.04109344011246956,0.03628586850099164,0.03280571385534607,0.03154105892099515,0.029968870032385207,0.02868224838701579,0.027791027539979415,0.026498129691461852,0.022286797379057564,0.021204152336002813,0.020510631888132954,0.020027364245725907,0.019324429493133833,0.018285717872116084,0.014130871388045089,0.013547184495267742,0.012938392789897824,0.012765797203323877,0.012188386513694676,0.012025205231842945,0.012100519669620667,0.011347375291843447,0.01076055029749203,0.009781462606381644,0.009395476112770819,0.0072144955187909525,0.006316998468606432
0.0,0.0,5.0,0.8834820466399413,0.86314280787965,0.8333785939049096,0.7709987499461184,0.6107526186473555,0.18106168369326264,0.10374800637958533,0.07620587094271304,0.06092072934178197,0.05234923919134445,0.04773912668649511,0.04379499116341221,0.04082719082719083,0.03848226216647269,0.036102849260743995,0.030270701323332903,0.029180137074873918,0.027529203844993317,0.02630716841243157,0.025636880900038794,0.02457002457002457,0.01845984740721583,0.017836975731712574,0.017033061769903875,0.016170955644639856,0.016315358420621578,0.015992068623647573,0.016528729686624423,0.015789473684210527,0.014968317599896547,0.013621276779171515,0.012571662571662572,0.009840941419888788,0.008390447864132075
0.0,0.0,6.0,0.8914093509072222,0.872779834106774,0.8530390757436256,0.8185195255132411,0.749602980887469,0.6005534580313208,0.21202571406796802,0.12990918509638655,0.09582424463380522,0.07715147283276999,0.06635214101954096,0.059106928421213074,0.05381540001606614,0.05015932258549557,0.046349792890937665,0.0388079745742987,0.03625901918256288,0.034719347137857806,0.033300171166216606,0.031572030904668036,0.03039899648398638,0.02198486898884227,0.02096013742731615,0.02015271074969155,0.019046618591823158,0.018964228114514526,0.01807544084054765,0.017881823218872363,0.017024962254862584,0.01632670295967192,0.01482513651072209,0.01376744875827252,0.010344124426098831,0.008989830955338183
0.0,0.0,7.0,0.8987212234131424,0.8827210107689114,0.8688415446071904,0.8488289378420661,0.8088435951051324,0.727589449808367,0.577770830274463,0.24511044842617954,0.15548786662143757,0.11530253704819429,0.09354067833509692,0.08012890290765672,0.07134530385341724,0.06394895525864121,0.05891194503652924,0.04933852455281425,0.04595013999078542,0.04329525145180317,0.04098337830927584,0.0390252793487011,0.03664379053530654,0.02701531038463291,0.025315422276002086,0.024279414519550613,0.02312506012262484,0.022275748938044584,0.02114670933052508,0.019252530213201155,0.017932996815399494,0.017123556424134108,0.015371772997220435,0.014261719481755631,0.0111859725688942,0.00938419243290315
0.0,0.0,8.0,0.904286197354165,0.8892664490558312,0.8782846929409898,0.8638446267836153,0.8408169837665997,0.7997593859049827,0.72149585596279,0.5734137527287617,0.2614743709183591,0.1700515963111973,0.12806926741519273,0.10451070916748903,0.0897545782237343,0.07941553318105175,0.07177339028940401,0.061044209964551975,0.05578336450275004,0.05206051697525539,0.04920167187690496,0.04714518047207289,0.044392150367707106,0.03353875244122092,0.03187791710085319,0.030461836442223864,0.02896662457070167,0.02801290942926613,0.026585787206047096,0.024378854483680337,0.02300509982264487,0.021733939699255383,0.019844451958842567,0.01866760519965679,0.014635133798459241,0.012446603683741985
0.0,0.0,9.0,0.9086854778494989,0.8952618984202352,0.8863520069754167,0.8760789838340776,0.861010621067802,0.8367343763088956,0.7937568257082074,0.7122145262222604,0.5691728389266427,0.2799741793394776,0.18674670829370715,0.14203412134413707,0.11678013562330468,0.10025916619184419,0.08839504469469196,0.0750770197936785,0.06823698262396108,0.06308503986304365,0.05878220158736375,0.055819153712031166,0.0523023984219209,0.041370113337553784,0.038887636815655886,0.03687691382419388,0.035081708800731984,0.03356348715852656,0.03204319073443907,0.028290169657507976,0.02634661772947801,0.025039764491508566,0.022783439194756405,0.021179373452180298,0.017285785902738892,0.014492092098530354
0.0,0.0,10.0,0.9123572706725441,0.8992698883779566,0.8921612362922965,0.8842176189825445,0.8722326125825753,0.8548475204680956,0.8252277194144797,0.7745220056623091,0.6872863844861029,0.5502002270933695,0.30260602877803877,0.2108906081079631,0.16359862856783072,0.13548562850987683,0.11595677928084237,0.09773833177239434,0.08725565461774405,0.07918396637816126,0.07323635955162296,0.06861364291678324,0.06379416926684044,0.05153674383596046,0.048037867497386706,0.04544800856858914,0.043138081211279114,0.04102580521914081,0.03865059030681931,0.033231007760812156,0.03088942041107191,0.029027383568141964,0.026618183353211755,0.0246817365845701,0.02011482739401415,0.01691806250863048
